use ud2;
DROP TABLE squares;
CREATE TABLE squares (
 square_id int(4) NOT NULL auto_increment PRIMARY KEY,
 xcoord int(3) NOT NULL,
 ycoord int(3) NOT NULL,
 type int(2) NOT NULL,
 name CHAR(50) NOT NULL) ENGINE=InnoDB;

INSERT INTO squares (xcoord, ycoord, type, name) VALUES (1, 1, 0, "Padbury Street");
INSERT INTO squares (xcoord, ycoord, type, name) VALUES (1, 2, 18, "Wildthyme Motel");
INSERT INTO squares (xcoord, ycoord, type, name) VALUES (1, 3, 15, "The Tate Building");
INSERT INTO squares (xcoord, ycoord, type, name) VALUES (1, 4, 15, "Noble Row");
INSERT INTO squares (xcoord, ycoord, type, name) VALUES (1, 5, 6, "Leeson Auto-Repair");
INSERT INTO squares (xcoord, ycoord, type, name) VALUES (1, 6, 6, "Kingston Way");
INSERT INTO squares (xcoord, ycoord, type, name) VALUES (1, 7, 0, "Turlough Way");
INSERT INTO squares (xcoord, ycoord, type, name) VALUES (1, 8, 8, "Paul Cinema");
INSERT INTO squares (xcoord, ycoord, type, name) VALUES (1, 9, 11, "Aldred Railway Station");
INSERT INTO squares (xcoord, ycoord, type, name) VALUES (1, 10, 20, "The Davies Museum");
INSERT INTO squares (xcoord, ycoord, type, name) VALUES (2, 1, 5, "A junkyard");
INSERT INTO squares (xcoord, ycoord, type, name) VALUES (2, 2, 0, "McCrimmon Row");
INSERT INTO squares (xcoord, ycoord, type, name) VALUES (2, 3, 0, "Tshabalala Street");
INSERT INTO squares (xcoord, ycoord, type, name) VALUES (2, 4, 15, "Levene Street");
INSERT INTO squares (xcoord, ycoord, type, name) VALUES (2, 5, 6, "Leeson Auto-Repair");
INSERT INTO squares (xcoord, ycoord, type, name) VALUES (2, 6, 8, "Willis Cinema");
INSERT INTO squares (xcoord, ycoord, type, name) VALUES (2, 7, 0, "Turlough Way");
INSERT INTO squares (xcoord, ycoord, type, name) VALUES (2, 8, 7, "Hartnell Row Fire Station");
INSERT INTO squares (xcoord, ycoord, type, name) VALUES (2, 9, 2, "The Marsh Building");
INSERT INTO squares (xcoord, ycoord, type, name) VALUES (2, 10, 18, "The Collinson Motel");
INSERT INTO squares (xcoord, ycoord, type, name) VALUES (3, 1, 19, "The Davison Library");
INSERT INTO squares (xcoord, ycoord, type, name) VALUES (3, 2, 0, "Sullivan Street");
INSERT INTO squares (xcoord, ycoord, type, name) VALUES (3, 3, 13, "Miller School");
INSERT INTO squares (xcoord, ycoord, type, name) VALUES (3, 4, 5, "A junkyard");
INSERT INTO squares (xcoord, ycoord, type, name) VALUES (3, 5, 0, "Shaw Way");
INSERT INTO squares (xcoord, ycoord, type, name) VALUES (3, 6, 0, "Corden Road");
INSERT INTO squares (xcoord, ycoord, type, name) VALUES (3, 7, 7, "Chaplet Fire Station");
INSERT INTO squares (xcoord, ycoord, type, name) VALUES (3, 8, 0, "Letts Row");
INSERT INTO squares (xcoord, ycoord, type, name) VALUES (3, 9, 0, "Gardner Street");
INSERT INTO squares (xcoord, ycoord, type, name) VALUES (3, 10, 18, "The Baker Hotel");
INSERT INTO squares (xcoord, ycoord, type, name) VALUES (4, 1, 1, "Sutton General");
INSERT INTO squares (xcoord, ycoord, type, name) VALUES (4, 2, 4, "Lake Mall");
INSERT INTO squares (xcoord, ycoord, type, name) VALUES (4, 3, 4, "Lake Mall");
INSERT INTO squares (xcoord, ycoord, type, name) VALUES (4, 4, 5, "Murray Street");
INSERT INTO squares (xcoord, ycoord, type, name) VALUES (4, 5, 19, "Eddis Library");
INSERT INTO squares (xcoord, ycoord, type, name) VALUES (4, 6, 17, "Club Peth");
INSERT INTO squares (xcoord, ycoord, type, name) VALUES (4, 7, 7, "Brooke Fire Station");
INSERT INTO squares (xcoord, ycoord, type, name) VALUES (4, 8, 3, "Troughton Street Police Department");
INSERT INTO squares (xcoord, ycoord, type, name) VALUES (4, 9, 21, "The Aubrey Arms");
INSERT INTO squares (xcoord, ycoord, type, name) VALUES (4, 10, 0, "Tyler Row");
INSERT INTO squares (xcoord, ycoord, type, name) VALUES (5, 1, 1, "Skinner Street Police Department");
INSERT INTO squares (xcoord, ycoord, type, name) VALUES (5, 2, 4, "Lake Mall");
INSERT INTO squares (xcoord, ycoord, type, name) VALUES (5, 3, 4, "Lake Mall");
INSERT INTO squares (xcoord, ycoord, type, name) VALUES (5, 4, 13, "Grant School");
INSERT INTO squares (xcoord, ycoord, type, name) VALUES (5, 5, 2, "The Jackson Building");
INSERT INTO squares (xcoord, ycoord, type, name) VALUES (5, 6, 0, "McCoy Way");
INSERT INTO squares (xcoord, ycoord, type, name) VALUES (5, 7, 2, "The Hurndell Buiding");
INSERT INTO squares (xcoord, ycoord, type, name) VALUES (5, 8, 0, "Craze Street");
INSERT INTO squares (xcoord, ycoord, type, name) VALUES (5, 9, 3, "Foreman Row Police Department");
INSERT INTO squares (xcoord, ycoord, type, name) VALUES (5, 10, 0, "Moffat Row");
INSERT INTO squares (xcoord, ycoord, type, name) VALUES (6, 1, 16, "Harkness Church");
INSERT INTO squares (xcoord, ycoord, type, name) VALUES (6, 2, 5, "A junkyard");
INSERT INTO squares (xcoord, ycoord, type, name) VALUES (6, 3, 8, "Flood Cinema");
INSERT INTO squares (xcoord, ycoord, type, name) VALUES (6, 4, 7, "Whittaker Fire Station");
INSERT INTO squares (xcoord, ycoord, type, name) VALUES (6, 5, 0, "Hart Street");
INSERT INTO squares (xcoord, ycoord, type, name) VALUES (6, 6, 17, "Platt Club");
INSERT INTO squares (xcoord, ycoord, type, name) VALUES (6, 7, 19, "Hill Library");
INSERT INTO squares (xcoord, ycoord, type, name) VALUES (6, 8, 21, "The Bush Arms");
INSERT INTO squares (xcoord, ycoord, type, name) VALUES (6, 9, 0, "Black Row");
INSERT INTO squares (xcoord, ycoord, type, name) VALUES (6, 10, 0, "Ling Street");
INSERT INTO squares (xcoord, ycoord, type, name) VALUES (7, 1, 0, "Wiles Road");
INSERT INTO squares (xcoord, ycoord, type, name) VALUES (7, 2, 0, "Tennant Street");
INSERT INTO squares (xcoord, ycoord, type, name) VALUES (7, 3, 0, "Wenger Avenue");
INSERT INTO squares (xcoord, ycoord, type, name) VALUES (7, 4, 17, "Club Stickson");
INSERT INTO squares (xcoord, ycoord, type, name) VALUES (7, 5, 0, "Aaronovitch Street");
INSERT INTO squares (xcoord, ycoord, type, name) VALUES (7, 6, 0, "McGann Way");
INSERT INTO squares (xcoord, ycoord, type, name) VALUES (7, 7, 0, "Kingdom Row");
INSERT INTO squares (xcoord, ycoord, type, name) VALUES (7, 8, 12, "A Warehouse");
INSERT INTO squares (xcoord, ycoord, type, name) VALUES (7, 9, 15, "The Jameson Building");
INSERT INTO squares (xcoord, ycoord, type, name) VALUES (7, 10, 0, "Lewis Street");
INSERT INTO squares (xcoord, ycoord, type, name) VALUES (8, 1, 8, "Richards Cinema");
INSERT INTO squares (xcoord, ycoord, type, name) VALUES (8, 2, 15, "The Jones Building");
INSERT INTO squares (xcoord, ycoord, type, name) VALUES (8, 3, 21, "The Sladen Arms");
INSERT INTO squares (xcoord, ycoord, type, name) VALUES (8, 4, 0, "Daly Street");
INSERT INTO squares (xcoord, ycoord, type, name) VALUES (8, 5, 12, "A Warehouse");
INSERT INTO squares (xcoord, ycoord, type, name) VALUES (8, 6, 0, "Sounis Way");
INSERT INTO squares (xcoord, ycoord, type, name) VALUES (8, 7, 3, "Magrs Row Police Department");
INSERT INTO squares (xcoord, ycoord, type, name) VALUES (8, 8, 3, "Henshall Street Police Department");
INSERT INTO squares (xcoord, ycoord, type, name) VALUES (8, 9, 0, "Young Street");
INSERT INTO squares (xcoord, ycoord, type, name) VALUES (8, 10, 0, "Taylor Way");
